RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
11538,UNKNOWN,"Submerged, dangerous",41.561608,-69.902564,High,32,Feets,,"HISTORY
  H11078/01-- S-B904-WH; ITEM LOCATED DURING MAINSCHEME SIDE SCAN SONAR OPERATIONS. SWMB OBTAINED A LD OF 32 Feets IN LAT. 41-33-41.79N, LONG. 69-54-09.23W. IMAGERY INDICATED A WRECK. NO DIVE OPS PERFORMED DUE TIME CONSTRAINTS. EVALUATOR RECOMMENDS CHARTING A 32 WK AS SURVEYED. (UP 7/17/02, SJV)"
14108,WRECK,"Submerged, dangerous",41.573994,-71.319219,High,45,Feets,,"OPR-B301-RU-04-- Possible barge; Chart a dangerous wreck, least depth 45 Feets (13.9m), in 41°34'26.379"" N, 071°19'09.186"" W (RES 10/26/07)."
14106,WRECK,"Submerged, dangerous",41.575572,-71.316878,High,36,Feets,,"OPR-B301-RU-04-- Wreck located with side scan sonar and developed with multibeam. Intend to dive on for least depth accuracy
and possible identification at a later date; Chart as 36 Wk (RES 10/24/07)."
14110,WRECK,"Submerged, dangerous",41.575572,-71.316881,High,36,Feets,,"OPR-B301-RU-07-- 36 ft wreck; This wreck was submitted as a DTON by the field party on April 26th, 2004. This wreck is shown on chart 13223, 38th Edition, April 2005, and has been applied to the continual maintenance raster dated August 29th, 2006 (RES 10/26/07)."
12263,UNKNOWN,"Submerged, dangerous",41.577617,-70.699444,High,41,Feets,,"HISTORY
  LNM42/99-- ADD SYMBOL FOR DANGEROUS WRECK IN LAT. 41-34-40.5N, LONG. 70-41-57.6W. (ENT 3/4/04, SJV)
  H11318/04--S-B912-RU-04; Wreck located in pos.41/34/39.42, 070/41/58 with a least depth of 41 ft."
8283,UNKNOWN,"Submerged, dangerous",41.589547,-70.268086,High,25,Feets,,"HISTORY
  H6470/39--25FT DEPTHS EXIST IN VICINITY.
  LNM36/90(9/6/90)--1ST CGD; DANG SUBM WK (21 FT BAYLINER) HAS ì
BEEN REPORTED SUNK, GIVEN IN LAT 41-35-18N, LONG 70-15-42W(NAD83) IN ì
17 FT OF WATER.  WK WAS MARKED WITH A WHITE CLOROX BOTTLE WITH ì
""CAPTAIN BOB"" PRINTED ON IT. (ENTERED 7/92 RWD)
  H10498/93-94-- DANG WRECK (SUBM 25FT AT MLLW), DIVER ì
INVESTIGATED AN ALUMINUM HULLED WRECK WITH A FIBERGLASS ì
SUPERSTRUCTURE LAYING ON ITS STARBOARD SIDE, 24FT LONG WITH A 9FT ì
BEAM, AND RISING 4FT OFF THE BOTTOM, POSITION GIVEN IN LAT 41-35-22.37N, ì
LONG 70-16-05.11W. (UPDATED 5/96 RWD)"
15158,WRECK,Visible,41.608472,-70.898194,Med,20,Feets,,"l-260-91; Chart Letter 260/1991 added visible wreck PA in position  041-36-30.5 / 070-53-53.5. (PTT, 2/24/2014)"
7900,UNKNOWN,"Submerged, dangerous",41.613225,-71.339964,High,21,Feets,,"HISTORY
  NM25/61--6/24/61; A 5 PONTOON BARGE IS REPORTED SUNK IN 22 FT ì
OF WATER WITH 14 FT OF WATER OVER IT ON WEST SIDE OF PRUDENCE ì
ISLAND IN PA LAT 41-36-47N, LONG 71-20-25W (NAD27).
  H6859/62-63AD.WK.--A WIRE DRAG SURVEY CONDUCTED IN THE VICINITY OF THE ì
OBSTRUCTION IN LAT 41-36-47N, LONG 71-20-25W; IN 1962 SEASON, ì
THERE WAS A DOUBLE HANG NEAR REPORTED POSITION OF OBSTRUCTION WITH AN ì
EFFECTIVE DEPTH OF 17 FT; DIVER DEPTHS OF 11 AND 14 FT; BOTH ì
HANGS WERE REPORTED TO BE PIECES OF ANGLE IRON PROTRUDING FROM A ì
SUBMERGED BARGE; SUBSEQUENTLY CLEARED TO EFFECTIVE DEPTHS OF 8 ì
AND 10 FT; REVIEWER RECOMMENDED DELETING CHARTED SYMBOL AND ì
ADDING 8 AND 10 CLEARED WRECKS; IN LAT 41-36-48.5N, LONG ì
71-20-27.4W, AND 41-36-47.9N, LONG 71-20-22.8W (SCALED FROM A&D ì
SHEET IN NAD27). (ENTERED MSD 1/91)
  FE360SS/91--OPR-B660-RU; WRECK LOCATED IN POS. LAT.41-36-47.61, ì
LONG.71-20-23.87W WITH A DIVER LEAST DEPTH OF 6.5M (21FT). WRECK ì
IS A STEEL AND BARGE-LIKE, LYING FLAT ON BOTTOM. EVALUATOR ì
RECOMMENDS TO CHART THE MOST SIGNIFICANT PART OF THIS WRECKAGE ì
(INCLUDES AWOIS 7899) FOUND IN POS. LAT.41-36-48.26N, ì
LONG.71-20-20.98W WITH A LEAST DEPTH OF 3.7M (12FT). (UPDATED 7/94 MCR)
  H11988-- OPR-B301-NRT5-08;  Area was covered with 200% SSS and 100% MBES.  Hydrographer recommends remain as charted."
7899,UNKNOWN,"Submerged, dangerous",41.61365,-71.340944,High,12.1,Feets,,"HISTORY
  NM25/61--6/24/61; A 5 PONTOON BARGE REPORTED SUNK IN 22 FT OF ì
WATER WITH 14 FT OF WATER OVER IT ON THE WEST SIDE OF PRUDENCE ì
ISLAND; PA LAT 41-36-47N, LONG 71-20-25W.
  H6859/62-63AD.WK.--WIRE DRAG SURVEY CONDUCTED IN VICINITY OF OBSTRUCTION ì
REPORTED IN LAT 41-36-47N, LONG 71-20-25W; IN 1962 SEASON, THERE ì
WAS A DOUBLE HANG NEAR REPORTED POSITION OF OBSTRUCTION WITH EFFECTIVE ì
WIRE DRAG DEPTH OF 17 FT; DIVER DEPTHS OF 11 AND 14 FT; BOTH ì
HANGS REPORTED TO BE PIECES OF ANGLE IRON PROTRUDING FROM A ì
SUBMERGED BARGE; SUBSEQUENTLY CLEARED TO EFFECTIVE DEPTHS OF 8 ì
AND 10 FT.; REVIEWER RECOMMENDED DELETING CHARTED SYMBOL AND ì
ADDING 8 AND 10 FT CLEARED WRECKS IN LAT 41-36-48.5N, LONG ì
71-20-27.4W, AND LAT 41-36-47.9N, LONG 71-20-22.8W (SCALED FROM ì
A&D SHEET ON NAD 27). (ENTERED MSD 1/91)
  FE360SS/91--OPR-B660-RU; WRECK LOCATED IN POS. ì
LAT.41-36-49.14N, LONG.71-20-25.41W WITH A DIVER LEAST DEPTH OF ì
3.7M (12.1FT). WRECK IS A PORTION OF STEEL BARGE, LD TAKEN ON A ì
STEEL BEAM STICKING UP AT 45 DEG ANGLE. EVALUATOR RECOMMENDS TO ì
CHART THE MOST SIGNIFICANT PART OF THIS WRECKAGE (INCLUDES AWOIS ì
7900) IN POS. LAT.41-36-48.26N, LONG.71-20-20.98W WITH A LEAST ì
DEPTH OF 3.7M (12FT). (UPDATED 7/94 MCR)
  H11988-- OPR-B301-NRT5-08; Inadequate search for wreck. Compiler recommends retaining the charted wreck.  (Updated CEH 2/2012)"
7888,UNKNOWN,"Submerged, dangerous",41.63075,-70.290872,High,3,Feets,,"HISTORY
  LNM40/89(10/4/89)--1ST CGD; 40 FT. FISHING VESSEL SUNK AND ì
AGROUND IN PA LAT 41-37-48N, LONG 70-17-36W (NAD 83); PORTION OF ì
MAST SHOWING.
  LNM42/89(10/18/89)--1ST CGD; 40 FT. FISHING VESSEL SUNK AND ì
AGROUND IN PA LAT 41-37-48N, LONG 70-17-30W (NAD83); MARKED BY ì
LIGHTED BUOY SHOWING QK FL W WITH ORANGE DIAMONDS AND ""WK"". ì
(ENTERED MSD 12/90)
  H10498/93-94-- WOODEN WRECK (SUBM 3FT AT MLLW), LEAST DEPTH ON ì
SOUTH END, POSITION GIVEN IN LAT 41-37-50.7N, LONG 70-17-27.14W. ì
(UPDATED 5/96 RWD)"
15174,WRECK,"Submerged, dangerous",41.636553,-70.911986,Med,7,Feets,,NO SOURCE FOUND FOR THIS ITEM. (PTT 2/27/2014)
15159,WRECK,"Submerged, dangerous",41.641717,-70.920917,Med,31,Feets,,No source located for this item. (PTT 2/24/2014)
13324,UNKNOWN,"Submerged, dangerous",41.643361,-71.25675,High,71,Feets,,"H10628/95--OPR-B302-RU; SSS AND DI FOUND A SUNKEN WOODEN-HULLED VESSEL LYING ON ITS KEEL ON A SLOPING HARD SANDY BOTTOM. HYDROGRAPHER RECOMMENDS THAT A WK WITH 64FT LEAST DEPTH BE CHARTED AT 41/38/35.949N 71/15/24.420W (ENTERED 7/18/05, SME)
  H12083-- OPR-B301-NRT5-09;  Area was covered with 200% SSS and 100% MBES. TCARI tides have been applied. object observed in MB and SSS data. charted wreck. least depth approx. 71 ft."
13323,UNKNOWN,"Submerged, dangerous",41.6435,-71.254722,High,61,Feets,,"H10628/95--OPR-B302-RU; SSS AND DI FOUND A SUNKEN WOODEN-HULLED VESSEL LYING ON ITS KEEL ON A HARD SANDY BOTTOM. HYDROGRAPHER RECOMMENDS THAT A WK WITH 54FT LEAST DEPTH BE CHARTED AT 41/38/36.716N 71/15/16.874W (ENTERED 7/18/05, SME)
  H12083-- OPR-B301-NRT5-09;  Area was covered with 200% SSS and 100% MBES. TCARI tides have been applied. object observed in MB and SSS data. charted wreck. least depth approx. 61 ft."
13322,UNKNOWN,"Submerged, dangerous",41.657667,-71.243194,High,10,Feets,,"H10628/95--OPR-B302-RU; SSS AND DI FOUND A SUNKEN STEEL-HULLED VESSEL LYING ON ITS KEEL ON A FLAT SANDY BOTTOM. HYDROGRAPHER RECOMMENDS A WK WITH 9FT LEAST DEPTH SURROUNDED BY DANGER CURVE BE CHARTED AT 41/39/27.555N 71/14/35.449W (ENTERED 7/18/05, SME)
  H12083-- OPR-B301-NRT5-09;  Area was covered with 200% SSS and 100% MBES. TCARI tides have been applied. object observed in MB and SSS data. charted wreck. least depth approx. 10 ft."
14544,UNKNOWN,"Submerged, dangerous",41.679694,-71.34775,High,25,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. The object appears to be a small wreck with a least depth of 7.8 meters or 25 Feets.  (Entered CEH 3/2009)
14543,UNKNOWN,"Submerged, dangerous",41.680361,-71.3405,High,18,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Object appears to be a small wreck with a least depth of 5.6 meters or 18 Feets.  (Entered CEH 3/2009)
14547,UNKNOWN,"Submerged, dangerous",41.687167,-71.361194,High,14,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Appears to be a small vessel and has a least depth of 14 Feets. (Entered CEH 3/2009)
14545,UNKNOWN,"Submerged, dangerous",41.688056,-71.348611,High,21,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. The object appears to be small wreck with a least depth of 21 Feets or 6.5 meters.  (Entered CEH 3/2009)
14546,UNKNOWN,"Submerged, dangerous",41.688694,-71.35,High,19,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Appears to be a small wreck and has a least depth of 19 ft.  (Entered CEH 3/2009)
14548,UNKNOWN,"Submerged, dangerous",41.692361,-71.357972,High,9,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Object appears to be a small wreck with a least depth of 9 ft. (Entered CEH 3/2009)
14549,UNKNOWN,"Submerged, dangerous",41.692667,-71.350333,High,5.86,Meters,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Object appears to be a small wreck and has a least depth of 5.860 meters.
8883,MUSKEG0N,"Submerged, dangerous",41.71315,-86.934639,High,5.3,Meters,,"HISTORY
  FE380/92--S-Y939; MUSKEGON (WK SUBMERGED 5.3M AT IGLD 1985) ì
LOCATED BY ECHOSOUNDER, POSITION GIVEN IN LAT 41-42-47.34N, LONG ì
86-56-04.7W(NAD83). THE WRECK LIES IN 8M OF WATER. THE SOURCE OF ì
THE NAME AND LOCATION WAS OBTAINED BY LOCAL KNOWLEDGE OF DON ì
LOYD, PROFESSIONAL DIVING SERVICES INC., TEL (219) 874-8979. HE ì
STATED THAT THE WRECK WAS APPROX 110 FT LONG, LYING IN A SW TO NE ì
ORIENTATION. (ENTERED 3/94 RWD)"
14542,UNKNOWN,"Submerged, dangerous",41.716917,-71.310194,High,15,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. The contact appears to be a small wreck with a least depth of 4.772 meters or 15 Feets.  (Entered CEH 3/2009)
14540,UNKNOWN,"Submerged, dangerous",41.726583,-71.3655,High,17,Feets,,H11929-- OPR-B301-NRT5-08; A contact found during 200% SSS and developed with 100% MBES. Object appears to be a small wreck.  Has a least depth of 5.243 meteres or 17 Feets.  (Entered CEH 3/2009)
1959,F.W. WHEELER,"Submerged, dangerous",41.746031,-86.865464,High,4,Meters,,"HISTORY
  FE380/92--S-Y939; WHEELER (WK SUBMERGED 4.0M AT IGLD OF 1985) ì
LOCATED BY ECHOSOUNDER, POSITION GIVEN IN LAT 41-44-45.71N, LONG ì
86-51-55.67W(NAD83). THE SOURCE OF THE LOCATION WAS OBTAINED BY ì
LOCAL KNOWLEDGE OF DON LOYD, PROFESSIONAL DIVING SERVICES INC., ì
TEL (219) 874-8979. NO FURTHER INFORMATION WAS AVAILIBLE. THE ì
WRECK LIES IN APPROX 6.5M OF WATER. (UPDATED 3/94 RWD)

 DESCRIPTION             
  25 STM; 300FT LONG, 1688 TONS, IN 30FT OF WATER, 400 YDS ì
OFFSHORE, 3 MILES EAST OF MICHIGAN CITY; VARIOUS PORTIONS UNCOVER ì
SEASONALLY; POPULAR DIVING ATTRACTION."
1963,POTTSTOWN,"Submerged, dangerous",41.775106,-70.462803,Low,31,Feets,,"DESCRIPTION
 
  24   NO.291; BARGE, 972 GT; SUNK 11/20/44 BY MARINE CASUALTY; POS. ACCURACY ìWITHIN 1 MILE; REPORTED COMPLETELY SUBMERGED BY CGS 5/6/43(?); POSITION ì41-46-30N, 70-27-45W.
  27   NO.631; WRECK REPORTED COMPLETELY SUBMERGED."
13869,WRECK,Visible,41.789883,-70.514033,Low,4,Feets,,"UNKNOWN SOURCE -- VISIBLE WRECK, FIRST APPEARS ON CHART 1208, 9TH EDITION 1942.  CURRENTLY CHARTED IN POSITION: 41°47'23.58"" N  070°30'50.52"" W (NAD 83). UPDATED 12/29/2006 PTT"
14350,UNKNOWN,"Submerged, dangerous",41.886547,-87.573933,High,25,Feets,,H11451-- OPR-Y387-NRT4-05;  A uncharted wreck was located with SSS and investigated with SBES at 41/53/11.570 - 87/34/26.160.  A least depth of 25 ft was found.  (Entered CEH 10/2008)
13030,UNKNOWN,"Submerged, dangerous",41.886601,-87.59876,High,19,Feets,,"L248/81-- RUNNING ON THE 540 METER ARC WITH DRAG, LAUNCH 519 SNAGGED ON THREE OCCASSIONS.  DIVE TEAM WAS DEPLOYED AND INVESTIGATION REVEALED SNAG TO BE A 25 FT SAILBOAT LYING KEEL UP IN 22 FT WATER LWD.  A LEAST DEPTH WAS OBTAINED WITH A LEAD LINE BY DIVERS (17.2 FT LDW).  WRECK WAS LYING IN A NORTH (STERN)/ SOUTH (BOW) ORIENTATION PARALLEL TO SHORE.
  LNM 14/83--  ADD 17 FT DEPTH, DANGER CURVE AND LABEL ""WK"" IN POSITION LAT. 41/53/11N, LONG. 87/35/55W. (ENTERED 3/05 CEH)
  H11451-- OPR-Y387-NRT4-05;  Wreck was located with SSS and investigated with SBES.  Recommended to revise least depth to 19ft and relocate wreck to 41°53'11.764"" - 087°35'55.537"".  (Updated CEH 10/2008)"
13843,WRECK,"Submerged, dangerous",42.008436,-70.189469,Med,118,Feets,,"Updated GPs: orginal source indicates Wreck position (42°00.5'N 70°11.4'W) this translates to 42°00'30.37""N, 070°11'22.09""W (NAD 83); this AWOIS Item GP was previously entered incorrectly into the database  (@ 42°00'05""N, 70°11'04""W) and thus did not correspond with the charted position--RES 7/16/07.

LNM 23/78-Fishing Vessel Arlene reported by the District 1 Coast Guard to have snak off of the Woods End near the entrance to Provincetown Harbor. Vessel lies in app. 118 ft. of water."
13844,WRECK,"Submerged, dangerous",42.033436,-70.171136,Med,65,Feets,,"Updated GPs: orginal source indicates Wreck position (42°02'N 70°10.3'W) this translates to 42° 02'00.37""N, 070°10'16.09""W (NAD 83); this AWOIS Item GP was previously entered incorrectly into the database  (@ 42°02'00""N, 70°10'03""W) and thus did not correspond with the charted position--RES 7/16/07.

   LNM 12/76 - The 72 ft fishing vessel MILLICENT ANN sank in app. 65 of water at 42° 02' N / 70°10.3' W just off Long Pt. in Provincetown Harbor."
13846,WRECK,Visible,42.039611,-70.185333,Low,10,Feets,,"L-708 (1950) - The fishing boat ALBERTA II sank in the Provincetown Harbor, a bearing and range of 1480 yards 174° true from Pilgram Monument was as a source of positioning and the provided GP is scaled from the chart. At the time of her sinking, a portion of the mast was visible at high water."
13848,WRECK,"Submerged, dangerous",42.048056,-70.179333,Med,14,Feets,,"Updated GP: The GP was incorrectly entered into the AWOIS database, Occording to BP-162117/96 the correct position is 42/02/53, 070/10/45.6 (the AWOIS record previously indicated a GP of 070/10/56, which has now been corrected) This item was/is charted correctly on the raster charts--RES 07/16/07. 

  BP-162117/1996 - A Wreck PA was added to chart in 1996 in app. 14 ft. of water. Wreck lies along side and on the land-ward side of the breakwater in Provincetown Harbor."
13849,WRECK,Visible,42.050833,-70.181667,High,4,Feets,,LNm 46/85 - A partially submerged wreck in app. 4 ft. water was reported just north of the Provincetown pier in Provincetown Harbor.
13845,WRECK,"Submerged, dangerous",42.051769,-70.151136,Med,5,Feets,,"Updated GPs: orginal source indicates Wreck position (42°03.1'N 70°09.1''W) this translates to 42°03'06.37""N, 070°09'04.09""W (NAD 83); this AWOIS Item GP was previously entered incorrectly into the database  (@ 42°03'01""N, 70°09'01""W) and thus did not correspond with the charted position--RES 7/16/07.


   LNNM 52/76 - The 26 ft. vessel CAROL ANN was repaorted to have sank in 5 Feets of water in position 42° 03.1' N / 070° 09.1 W on the northern side of Provincetown Harbor and just south of Pilgram Beach."
7559,CAPTAIN BILL,"Submerged, nondangerous",42.1151,-70.132803,Low,22,Fathoms,,"LNM11/78--THE FISHING VESSEL CAPTAIN BILL HAS BEEN REPORTED SUNK IN 22 
FATHOMS OF WATER IN POS. LAT.42-06.9N, LONG.70-08.0W. (ENTERED 2/90 MCR)"
14615,UNKNOWN,"Submerged, dangerous",42.129333,-80.113611,High,3,Feets,,"F00542: S-W904-NRT4-07; Charted Subm Wk. Field party was unable to acquire SSS data in this area d/t shallow depths. Wk was seen in VBES data. LD of 0.863m(2.831ft)was acquired. Ht of approx 2m was seen in VBES trace. A lot of sea grass exists in this area. 42-07-45.6N, 080-06-49.0W (Entered 6/1/09 KAK)"
14620,UNKNOWN,"Submerged, dangerous",42.143528,-80.114556,High,18,Feets,,"F00542: S-W904-NRT4-07; Office review indicates this feature is a sunken wreck. Height above the sea floor is 1.42m. Recommend to chart 18-ft (5.694m) Wreck located in 42-08-36.689N, 080-06-52.372W. The depth acquired sources VBES crossline sounding data. The wreck was not developed and is considered as incomplete bathymetric coverage for least depth determination. The feature is attributed as depth known, as opposed to least depth known. (Entered 6/2/09 KAK)"
2028,PINTHIS,"Submerged, nondangerous",42.156208,-70.560608,High,22.08,Meters,,"W00037/03 -- OPR-A397-TJ-03;
Survey Position: 042° 09' 22.353"" N, 70° 33' 38.189"" W
Least Depth: 22.08 m
Timestamp: 1995-096.21:38:50.270 (04/06/1995)
Feature is the least depth from a man-made-looking feature 200 m from charted position. Least depth from MBES
data acquired with EM 1000.
UPDATED 9/15/2006 JCM


 DESCRIPTION
    24    NO.244; CARGO; SUNK 6/10/30; POSITION ACCURACY WITHIN 1 MILE; LEAST ì
DEPTH 58 FT. REPORTED
           THROUGH LIGHTHOUSE SERVICE BUREAU, DEPT. OF COMM.
    27   NO.528; CARGO, SUNK 6/10/30, LD OF 8 FT AT MLW.
  206  ON JUNE 10, 1930 THE STEAMER FAIRFAX RAMMED INTO THE OIL ì
TANKER PINTHIS IN A HEAVY FOG; 
          EXPLOSION AND FIRE AFTER THE ì
IMPACT RESULTED IN LOSS OF ALL 19 CREWMEMBERS ON THE  PINTHIS;  
         ì
FAIRFAX LIMPED BACK TO BOSTON; PINTHIS LIES UPSIDEDOWN AT LORAN C ì
RATES: 9960-W 13924.4 AND
          9960-Y 44175.3. (ENTERED MSM 3/89)"
10351,UNKNOWN,"Submerged, dangerous",42.300886,-70.968189,High,12,Feets,1975,"HISTORY
  LNM19/1975(5/7/75)-- 1ST CGD; DANG SUBM WRECK REPORTED IN 20 FT OF WATER.  A 30FT SAILBOAT HAS BURNED AND SANK, POSITION GIVEN IN LAT 42/18/13.0N, LONG 70/58/16.0W (NAD27). (ENTERED 6/1999 RWD)
  H10991/00-- OPR-A397-WH; 200% SIDE SCAN SONAR SEARCH LOCATED WRECK. SWMB OBTAINED A LD OF 12 Feets (3.38 METERS) IN LAT. 42-18-03.19N, LONG. 70-58-05.48W. EVALUATOR RECOMMENDS DELETING CHARTED DANGEROUS SUNKEN WRECK AND CHARTING A 12 WK AS SURVEYED. (UP 1/8/03, SJV)"
10358,CAROL  A,"Submerged, dangerous",42.302772,-70.918883,High,21,Feets,1977,"HISTORY
  LNM36/1977(8/10/77)-- 1ST CGD;  CAROL  A (35FT LOBSTER BOAT) SUNK IN 8FT OF WATER, POSITION GIVEN IN LAT 42/18/12.0N, LONG 70/55/10.0W (NAD27).
  CL201/1984--USCG AUX; WITH THE BOTTOM CLEARLY IN VIEW THROUGHOUT AREA WE SATISFIED OURSELVES THAT WRECK INDICATED ON CHART IS NON-EXISTENT.  CHART REVISED TO SUBMERGED WRECK ""ED"". (ENTERED 6/1999 RWD)
  H10991/00-- OPR-A397-WH; SIDE SCAN SONAR LOCATED WRECK. SWMB OBTAINED A LD OF 21 Feets (6.61 METERS) IN LAT. 42-18-09.98N, LONG. 70-55-07.98W. EVALUATOR RECOMMENDS DELETING CHARTED DANGEROUS SUNKEN WRECK ED AND CHARTING A 21 WK AS SURVEYED. (UP 1/8/03, SJV)"
12448,UNKNOWN,"Submerged, dangerous",42.330583,-71.002639,High,12,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; AN UNCHARTED DANGEROUS SUBMERGED WRECK WAS LOCATED. LD OF 12 Feets IN LAT. 42-19-50.10N, LONG, 71-00-09.50W. EVALUATOR RECOMMENDS CHARTING A 12 WK AS SURVEYED. (ENT 5/25/04, SJV)"
11745,UNKNOWN,"Submerged, dangerous",42.336911,-70.909442,High,16,Feets,,"HISTORY
  H10991/00-- OPR-A397-WH; 200% SIDE SCAN SONAR SEARCH LOCATED WRECKS (SEE AWOIS N0S. 10361 AND 10362 FOR BACKGROUND INFORMATION). AREA DEVELOPED WITH SWMB SONAR AND A LD OF 16 Feets (5.10 METERS) WAS OBTAINED IN LAT. 42-20-12.88N, LONG. 70-54-33.99W. ADDITIONAL SWMB IMAGERY SUPPORTS THE CLAIM THAT THERE ARE TWO WRECKS LYING ON TOP OF EACH OTHER. THE EVALUATOR RECOMMENDS DELETING THE CHARTED DANGEROUS SUNKEN WRECK PA IN LAT. 42-20-15.35N, LONG. 70-54-23.17W, AND THE CAHARTED DANGEROUS SUNKEN WRECK PA (6 Feets REP) IN LAT. 42-20-15.35N, LONG. 70-54-16.17W AND CHART 16 WKS AS SURVEYED. (ENT 1/8/03, SJV)"
12442,UNKNOWN,"Submerged, dangerous",42.34175,-71.03125,High,18,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; SIDE SCAN SONAR CONTACT. SWMB LD OF 31 Feets (9.56 METERS) IN LAT.  42-20-30.64N, LONG. 71-01-54.16W. EVALUATOR RECOMMENDS CHARTING A 31 WK AS SURVEYED. (ENT 5/25/04, SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 200% SSS, LD obtained with 100%MBES. Wreck. Recommend revise with new LD of 18ft at pos 42-20-30.3N, 71-01-52.5W. (Updated KAK 4/29/09)"
14069,UNKNOWN,"Submerged, nondangerous",42.348003,-70.683147,High,155,Feets,,"W00039/03--OPR-A397-TJ-03;  Feature is the least depth over an apparently man-made object located with the EM 1000 MBES used for this survey in pos. 042° 20' 52.812"" N, 70° 40' 59.331"" W with a least depth of 155 ft.. This object is approximately 50 meters long.."
10207,UNKNOWN,"Submerged, dangerous",42.360539,-71.030711,High,12,Feets,1990,"LNM10/1990(3/7/90)--1 ST CGD; DANG. WK (PA), POSITION SCALED FROM CHART IN LAT 42/21/38.4N, LONG 71/01/51.4W (NAD83). (ENTERED 3/1999 RWD) (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/3/03, SJV)
  H10990/01--OPR-A397-WH; SEVERAL CONTACTS FOUND WITH ONE MATCHING THE AWOIS DESCRIPTION. SWMB OBTAINED A LD OF 12 Feets (3.88 METERS) IN LAT. 42-21-37.94N, LONG. 71-01-50.56W. EVALUATOR RECOMMENDS DELETING CHARTED DANGEROUS SUNKEN WRECK AND CHARTING A 12 WK AS SURVEYED. (UP 5/5/04, SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% SSS and 100% MBES. Object is wreckage of a tug, with LD of 12ft at listed pos. (Updated KAK 4/29/09)"
14570,UNKNOWN,"Submerged, dangerous",42.360917,-71.030333,High,14,Feets,,"H11736/07-- OPR-A397-NRT5; Contact found using 200% SSS, LD obtained with 100% MBES. Wreckage of 2 barges at 42-21-39.3N, 71-01-49.2W, near tug wreck AWOIS item 10207. (Updated KAK 4/29/09)"
14033,UNKNOWN,"Submerged, dangerous",42.362056,-71.029528,High,23,Feets,,"H10990--  20 WRECK WAS ADDED AT 42/21/43.39 - 71/01/45.97.  (ENTERED CEH 6/2007)
  H11736/07-- OPR-A397-NRT5; Area covered with MBES. Two features detected about 9m apart. LD of 23ft. 42-21-43.4N, 71-01-46.3W. (Updated KAK 4/29/09)"
10208,PATTY JEAN,"Submerged, dangerous",42.362194,-71.03025,High,5,Feets,1975,"HISTORY
   LNM47/1975(11/19/75)-- 1 ST CGD; PATTY JEAN, STEEL HULLED F/V, DANG. WRECK (PA), POSITION GIVEN IN LAT 42/21/42.0N, LONG 71/01/51.0W (NAD27). (ENTERED 3/1999 RWD) (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/2/03, SJV)
  H10990/01-- OPR-A397-WH; WRECK LOCATED BY SIDE SCAN SONAR. SWMB LD OF 10 Feets (3.12 METERS) IN LAT. 42-21-43.35N, LONG. 71-01-48.68W. EVALUATOR RECOMMENDS DELETING THE CHARTED DANGEROUS SUNKEN WRECK AND CHARTING A 10 WK AS SURVEYED. (UP 5/5/04,SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% MBES. Wreck, 42-21-43.9N, 71-01-48.9W, with LD of 5ft. (Updated KAK 4/29/09)"
14035,UNKNOWN,"Submerged, dangerous",42.363278,-71.037833,High,8,Feets,,"L869/02--  A OBSTRUCTION WAS FOUND AT 42/21/47.6 - 71/02/16.6.  THE WRECK HAD A LEAST DEPTH OF 9 FOOT.
(ENTERED CEH 6/2007)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% SSS and 100% MBES. Object is wreck. Entire feature not developed due to moored vessel over wreck, least depth that was obtained is 8ft. 42-21-47.8N, 71-02-16.2W (Updated KAK 4/29/09)"
